Journal name,Article/Patent Title,DOI/Pantent number,Article/Patent,Cell line name,Assay name,Standard Type,SMILES,Standard Relation,Standard Value,Standard Units
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC=C4C5=CN=CN=C5C)=NN=N1,=,0.037,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC=C4C5=NC=C(OCCOC)C=C5C)=NN=N1,=,0.034,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC=C4C5=CC=CC6=C5OCCO6)=NN=N1,=,0.061,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC=C4C5=CC=CC6=C5CCN6C(CC)=O)=NN=N1,=,0.027,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC=C4C5=CC(NS(=O)(C)=O)=CC=C5C)=NN=N1,=,0.42,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC=C4C5=CC=CC6=C5CCC(C)(C)O6)=NN=N1,=,0.43,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC=C4C5=CC=C(OCC(O[H])CO[H])C=C5C)=NN=N1,=,0.029,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC=C4C5=CC=CC=C5Cl)=NN=N1,=,0.011,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC=C4C5=CC(OCCOC)=CC=C5C)=NN=N1,=,0.008,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC(Br)=C4C5=CC=CC=C5C)=NN=N1,=,0.019,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC(I)=C4C5=CC=CC=C5C)=NN=N1,=,0.028,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC(C(F)(F)F)=C4C5=CC=CC=C5C)=NN=N1,=,0.015,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC(C(F)(F)F)=C4C5CC5)=NN=N1,=,0.59,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC(C#N)=C4C5=CC=CC=C5C)=NN=N1,=,0.016,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC(S(=O)(C)=O)=C4C5=CC=CC=C5C)=NN=N1,=,0.67,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(N=C2)OCC3=CC4=C(C=C3)SC=C4C5=CC=CC=C5C)=NN=N1,=,0.058,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(N=C2)OCC3=CC4=C(C=C3)SC=C4C5=CC=C(OCCOC)C=C5C)=NN=N1,=,0.019,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CN=C(C=C2)OCC3=CC4=C(C=C3)SC=C4C5=CC=C(OCCOC)C=C5C)=NN=N1,=,0.12,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CN=C(C=C2)OCC3=CC4=C(C=C3)SC=C4C5=CC=C(OCCC(C)(C)O[H])C=C5C)=NN=N1,=,0.13,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC(F)=C4C5=CC=C(OCCOC)C=C5C)=NN=N1,=,0.018,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC(Cl)=C4C5=CC=C(OCCOC)C=C5C)=NN=N1,=,0.039,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC(C)=C4C5=CC=C(OCCOC)C=C5C)=NN=N1,=,0.047,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC(C(F)(F)F)=C4C5=CC=C(OCCOC)C=C5C)=NN=N1,=,0.013,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC4=C(C=C3)SC=C4N5CCCCC5C)=NN=N1,=,0.083,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CN=C4SC=C(C5=CC=CC=C5C)C4=C3)=NN=N1,=,0.01,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CN=C4SC=C(C5=CC=C(OC)C=C5C)C4=C3)=NN=N1,=,0.052,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=NC=C4SC=C(C5=CC=CC=C5C)C4=C3)=NN=N1,=,0.003,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=NC=C4SC=C(C5=CC=C(OC)C=C5C)C4=C3)=NN=N1,=,0.001,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC=C4SC=C(C5=CC=CC=C5C)C4=N3)=NN=N1,=,0.17,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC=C4SC=C(C5=CC=C(OC)C=C5C)C4=N3)=NN=N1,=,0.18,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC=C4SC=C(C5CCCCC5)C4=C3)=NN=N1,=,0.11,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC=C4SC=C(C5CCCC5)C4=C3)=NN=N1,=,0.054,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC=C4SC=C(C5CC5)C4=C3)=NN=N1,=,0.86,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC=C4SC=C(C(C)C)C4=C3)=NN=N1,=,0.1,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC=C4SC=C(CCC)C4=C3)=NN=N1,=,0.13,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC=C4SC=CC4=C3)=NN=N1,=,0.11,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(CC(C#CC)C2=CC=C(C=C2)OCC3=CC=C4SC=C(C5=CC=CC=C5C)C4=C3)=NN=N1,=,0.034,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@@H](C#CC)C2=CC=C(C=C2)OCC3=CC=C4SC=C(C5=CC=CC=C5C)C4=C3)=NN=N1,=,0.91,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC(C)=C4SC=C(C5=CC=CC=C5C)C4=C3)=NN=N1,=,0.13,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC(C)=C4SC=C(CCCC)C4=C3)=NN=N1,=,0.33,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC(C)=C4SC=C(C5CCCC5)C4=C3)=NN=N1,=,0.44,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC(C)=C4SC=C(C5CCCCC5)C4=C3)=NN=N1,=,1.12,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC(Cl)=C4SC=C(C5=CC=CC=C5C)C4=C3)=NN=N1,=,0.063,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC(Cl)=C4SC=C(C5=CC=C(OC)C=C5C)C4=C3)=NN=N1,=,0.025,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC(F)=C4SC=C(C5=CC=CC=C5C)C4=C3)=NN=N1,=,0.023,¦ÌM
,Preparation of substituted benzothiophenyl derivatives as GPR40 agonists for the treatment of type ll diabetes,US20170291908,Patent,HEK293,Calcium flux assay,EC50,[H]N1C(C[C@H](C#CC)C2=CC=C(C=C2)OCC3=CC(F)=C4SC=C(C5=CC=C(OC)C=C5C)C4=C3)=NN=N1,=,0.01,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC=CC=C1C2=CSC3=C2C=C(COC(C=C4)=CC=C4CCC(O[H])=O)C=C3,=,0.007,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC=CC=C1C2=CSC3=C2C=C(COC(C=C4)=CC=C4[C@@H](C#CC)CC(O[H])=O)C=C3,=,0.005,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(OCC(CC2)(O[H])CCS2(=O)=O)=CC=C1C3=CSC4=CC=C(C=C34)COC5=CC=C(C=C5)[C@@H](C#CC)CC(O[H])=O,=,0.005,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(OCCCS(C)(=O)=O)=CC=C1C(C2=C3)=CSC2=CC=C3COC(C=C4)=CC=C4[C@H](CC(O[H])=O)C#CC,=,0.003,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,O=S(CCN1C(C2=CC=C(C(C)=C2)C3=CSC4=CC=C(C=C34)COC5=CC=C(C=C5)[C@H](CC(O[H])=O)C#CC)=O)(CC1)=O,=,0.023,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(C(CC2)=CCS2(=O)=O)=CC=C1C3=CSC4=CC=C(C=C34)COC5=CC=C(C=C5)[C@H](CC(O[H])=O)C#CC,=,0.015,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(O[H])=CC=C1C2=CSC3=CC=C(C=C23)COC4=CC=C(C=C4)[C@H](CC(O[H])=O)C#CC,=,0.007,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(C(CC2)CCS2(=O)=O)=CC=C1C(C3=C4)=CSC3=CC=C4COC5=CC=C(C=C5)[C@@H](C#CC)CC(O[H])=O,=,0.02,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(OC(CC2)CCS2(=O)=O)=CC=C1C(C3=C4)=C(C)SC3=CC=C4COC5=CC=C(C=C5)[C@@H](C#CC)CC(O[H])=O,=,0.017,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC=CC(C)=C1C(C2=C3)=CSC2=CC=C3COC4=CC=C(C=C4)[C@@H](C#CC)CC(O[H])=O,=,0.041,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,O=C(O[H])C[C@H](C#CC)C1=CC=C(OCC2=CC=C3C(C(C(C(C)=C4)=CC=C4OCCC5(O[H])CC5)=CS3)=C2)C=C1,=,0.016,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,O=C(O[H])C[C@H](C#CC)C1=CC=C(OCC2=CC=C3C(C(C(C(C)=C4)=CC=C4OCCC(C)(O[H])C)=CS3)=C2)C=C1,=,0.009,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,[H]OC(COC1=CC=C(C(C)=C1)C(C2=C3)=CSC2=CC=C3COC4=CC=C(C=C4)[C@@H](C#CC)CC(O[H])=O)CO[H],=,0.007,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,O=C(O[H])C[C@@H](C1=CC=C(OCC2=CC=C3SC=C(C4=CC=C(OCC5(C)COC5)C=C4C)C3=C2)C=C1)C#CC,=,0.009,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,O=C(O[H])C[C@@H](C1=CC=C(OCC2=CC=C3SC=C(C4=CC=C(OC5CCOCC5)C=C4C)C3=C2)C=C1)C#CC,=,0.002,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,O=C(O[H])C[C@@H](C1=CC=C(OCC2=CC=C3SC=C(C4=CC=C(OCCOC)C=C4C)C3=C2)C=C1)C#CC,=,0.005,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,O=C(O[H])C[C@@H](C1=CC=C(OCC2=CC=C3SC=C(C4=CC=C(OCC(CC5)CCS5(=O)=O)C=C4C)C3=C2)C=C1)C#CC,=,0.006,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,O=C(O[H])C[C@@H](C1=CC=C(OCC2=CC=C3SC=C(C4=CC=C(OCC(C5)(C)CS5(=O)=O)C=C4C)C3=C2)C=C1)C#CC,=,0.011,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,O=C(O[H])C[C@@H](C1=CC=C(OCC2=CC=C3SC=C(C4=CC=CC=C4Cl)C3=C2)C=C1)C#CC,=,0.008,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,O=C(O[H])C[C@@H](C1=CC=C(OCC2=CC=C3SC=C(C4=CC=CC=C4Br)C3=C2)C=C1)C#CC,=,0.005,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,O=C(O[H])C[C@@H](C1=CC=C(OCC2=CC=C3SC=C(C4=CC=CC=C4C(F)(F)F)C3=C2)C=C1)C#CC,=,0.008,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,O=C(O[H])C[C@@H](C1=CC=C(OCC2=CC=C3SC=C(C4=CC=CN=C4C)C3=C2)C=C1)C#CC,=,0.008,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,O=C(O[H])C[C@@H](C1=CC=C(COC2=CC=C3SC=C(C4=CC=CC=C4C)C3=C2)C=C1)C#CC,=,0.01,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(OCCCS(C)(=O)=O)=CC=C1C2=CSC3=CC=C(C=C23)OCC(C=C4)=CC=C4[C@@H](C#CC)CC(O[H])=O,=,0.009,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(C(CC2)=CCS2(=O)=O)=CC=C1C3=CSC4=CC=C(C=C34)OCC(C=C5)=CC=C5[C@@H](C#CC)CC(O[H])=O,=,0.024,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(C(CC2)CCS2(=O)=O)=CC=C1C3=CSC4=CC=C(C=C34)OCC(C=C5)=CC=C5[C@@H](C#CC)CC(O[H])=O,=,0.018,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC=CC(C)=C1C2=CSC3=CC=C(C=C23)OCC(C=C4)=CC=C4[C@@H](C#CC)CC(O[H])=O,=,0.02,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(C(CC2)=CCS2(=O)=O)=CC=C1C3=CSC4=CC=C(C=C34)COC5=CC=C(C=C5)C6(CC(C6)=O)CC(O[H])=O,=,0.012,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(C(CC2)CCS2(=O)=O)=CC=C1C3=CSC4=CC=C(C=C34)COC5=CC=C(C=C5)C6(CC(C6)=O)CC(O[H])=O,=,0.034,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC=CC=C1C2=CSC3=CC=C(C=C23)COC4=CC=C(C(CC(O[H])=O)(C5)CC5=O)C=C4,=,0.006,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,O=C(O[H])CC(CC1=O)(C1)C2=CC=C(OCC3=CC=C4SC=C(C5=CC=C(OCCOCC)C=C5C)C4=C3)C=C2,=,0.036,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(OC2CCS(CC2)(=O)=O)=CC=C1C3=CSC4=CC=C(C=C34)COC5=CC=C(C(CC(O[H])=O)(C6)CC6=O)C=C5,=,0.015,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(OC2CCOCC2)=CC=C1C3=CSC4=CC=C(C=C34)COC5=CC=C(C(CC(O[H])=O)(C6)CC6=O)C=C5,=,0.025,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=NC=CC=C1C2=CSC3=CC=C(C=C23)COC4=CC=C(C(CC(O[H])=O)(C5)CC5=O)C=C4,=,0.019,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(N2CC(S3(=O)=O)(CC3)C2)=CC=C1C4=CSC5=CC=C(C=C45)COC6=CC=C(C(CC(O[H])=O)(C7)CC7=O)C=C6,=,0.015,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC=C(C=C1C2=CSC(C=C3)=C2C=C3COC(C=C4)=CC=C4[C@@H](C#CC)CC(O[H])=O)S(=O)(C)=O,=,0.021,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(S(=O)(C)=O)=CC=C1C2=CSC(C=C3)=C2C=C3COC(C=C4)=CC=C4[C@@H](C#CC)CC(O[H])=O,=,0.012,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC=C(NS(=O)(C)=O)C=C1C2=CSC(C=C3)=C2C=C3COC(C=C4)=CC=C4[C@@H](C#CC)CC(O[H])=O,=,0.031,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC=CC(NS(C)(=O)=O)=C1C2=CSC(C=C3)=C2C=C3COC(C=C4)=CC=C4[C@@H](C#CC)CC(O[H])=O,=,0.022,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC=CC=C1C2=CSC(C=C3)=C2C=C3COC(C=C4)=NC=C4C(C#CC)CC(O[H])=O,=,0.013,¦ÌM
,Preparation of benzothienyl compounds as Gpr40 agonists useful in anti-diabetic drug combinations,US20170290800,Patent,HEK293,Calcium flux assay,EC50,CC1=CC(OC2CCOCC2)=CC=C1C3=CSC(C=C4)=C3C=C4COC(C=C5)=NC=C5C(C#CC)CC(O[H])=O,=,0.018,¦ÌM
