Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL1773261,,0,345.44,1,5.29,TUG-469,Cc1ccccc1-c1cccc(CNc2ccc(CCC(=O)O)cc2)c1,EC50,'=',18.62,nM,7.73,,,UO_0000065,,,,,TRUE,CHEMBL1833690,Agonist activity at human FFA1 receptor expressed in human 1321N1 cells assessed as calcium mobilization by fluorescence spectrophotometry,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1828561,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL1829161,,0,343.38,0,4.29,24,O=C(O)CCc1ccc(C#Cc2ccnc(Oc3ccccc3)c2)cc1,EC50,'=',478.63,nM,6.32,,,UO_0000065,,,,,FALSE,CHEMBL1833690,Agonist activity at human FFA1 receptor expressed in human 1321N1 cells assessed as calcium mobilization by fluorescence spectrophotometry,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1828561,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL1829156,,0,270.35,0,3.47,18,Cc1ccsc1C#Cc1ccc(CCC(=O)O)cc1,EC50,'=',75.86,nM,7.12,,,UO_0000065,,,,,FALSE,CHEMBL1833690,Agonist activity at human FFA1 receptor expressed in human 1321N1 cells assessed as calcium mobilization by fluorescence spectrophotometry,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1828561,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL3629045,,0,468.52,1,5.57,11,COCCCOc1cc(C)c(-c2cccc(COc3ccc(OCC(=O)O)c(F)c3)c2)c(C)c1,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL3632223,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as increase in intracellular calcium flux by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3627655,1,Scientific Literature,Bioorg. Med. Chem.,2015,CHEMBL3308072,
CHEMBL3629051,,0,553.68,2,5.11,18,CC(=O)N(CC(=O)O)c1ccc(OCc2cccc(-c3c(C)cc(OCCCS(C)(=O)=O)cc3C)c2)cc1C,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL3632223,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as increase in intracellular calcium flux by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3627655,1,Scientific Literature,Bioorg. Med. Chem.,2015,CHEMBL3308072,
CHEMBL1829163,,0,341.41,0,4.47,26,Cc1ccccc1-c1cc(C#Cc2ccc(CCC(=O)O)cc2)ccn1,EC50,'=',1071.52,nM,5.97,,,UO_0000065,,,,,FALSE,CHEMBL1833690,Agonist activity at human FFA1 receptor expressed in human 1321N1 cells assessed as calcium mobilization by fluorescence spectrophotometry,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1828561,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL1829162,,0,327.38,0,4.17,25,O=C(O)CCc1ccc(C#Cc2ccnc(-c3ccccc3)c2)cc1,EC50,'=',186.21,nM,6.73,,,UO_0000065,,,,,FALSE,CHEMBL1833690,Agonist activity at human FFA1 receptor expressed in human 1321N1 cells assessed as calcium mobilization by fluorescence spectrophotometry,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1828561,1,Scientific Literature,J. Med. Chem.,2011,None,
CHEMBL3780216,,0,431.51,1,5.8,35,Cc1nc(-c2cccc3ccccc23)sc1COc1ccc2c(c1)OCC2CC(=O)O,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL3782598,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as Ca2+ influx by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3779858,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3308072,
CHEMBL3780371,,0,449.45,1,5.67,46,Cc1nc(-c2cccc(C(F)(F)F)c2)sc1COc1ccc2c(c1)OCC2CC(=O)O,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL3782598,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as Ca2+ influx by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3779858,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3308072,
CHEMBL3780211,,0,449.45,1,5.67,47,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1ccc2c(c1)OCC2CC(=O)O,EC50,'=',96.7,nM,7.01,,,UO_0000065,15.61,0.31,1.34,10.22,FALSE,CHEMBL3782598,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as Ca2+ influx by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3779858,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3308072,
CHEMBL1939654,,0,438.45,1,6.53,8a,CC#CC(CC(=O)O)c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1,EC50,'=',25,nM,7.6,,,UO_0000065,17.34,0.32,1.07,16.34,FALSE,CHEMBL3755625,Partial agonist activity at human GPR40 expressed in CHO cells measured over 20 secs interval by luminometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751835,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,CHEMBL3308072,
CHEMBL3964251,,0,414.51,0,4.53,1a,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(CNCc3ccncc3)c2)cc1,EC50,'>',1000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3865595,Agonist activity at human GPR40 expressed in HEK293 cells measured after 18 to 20 hrs by beta-gal based luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864186,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307715,
CHEMBL3975239,,0,461.63,1,6.32,2d,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(CN(Cc3ccsc3)C(C)C)c2)cc1,EC50,'=',8.6,nM,8.07,,,UO_0000065,17.47,0.33,1.75,16.21,FALSE,CHEMBL3865595,Agonist activity at human GPR40 expressed in HEK293 cells measured after 18 to 20 hrs by beta-gal based luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864186,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307715,
CHEMBL3933446,,0,551.73,2,5.49,2l,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(CN(Cc3ccsc3)C3CCS(=O)(=O)CC3)c2)cc1,EC50,'=',16.7,nM,7.78,,,UO_0000065,14.1,0.28,2.29,9.27,FALSE,CHEMBL3865595,Agonist activity at human GPR40 expressed in HEK293 cells measured after 18 to 20 hrs by beta-gal based luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864186,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307715,
CHEMBL3896509,,0,510.66,2,6.51,2o,CC#C[C@@H](CC(=O)O)c1ccc(OCc2cccc(CN(Cc3ccncc3)Cc3ccsc3)c2)cc1,EC50,'=',1.9,nM,8.72,,,UO_0000065,17.08,0.32,2.21,13.92,FALSE,CHEMBL3865595,Agonist activity at human GPR40 expressed in HEK293 cells measured after 18 to 20 hrs by beta-gal based luciferase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864186,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307715,
CHEMBL3961950,,0,400.83,1,6.18,17,O=C(O)CCCOc1ccc(-c2cc(Oc3cccc(F)c3)ccc2Cl)cc1,EC50,'=',3352,nM,5.47,,,UO_0000065,13.66,0.27,-0.71,9.82,FALSE,CHEMBL3868262,Agonist activity at human GPR40 measured after 60 mins by IP1-HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3867472,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,
CHEMBL1688486,,0,360.45,1,5.57,4,Cc1cccc(C)c1-c1cccc(COc2ccc(CCC(=O)O)cc2)c1,EC50,'=',8,nM,8.1,,,UO_0000065,22.46,0.41,2.53,17.4,FALSE,CHEMBL4010812,Agonist activity at human GPR40 expressed in CHO cells assessed as increase in intracellular Ca2+ flux by Fluo 4-AM dye based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4007473,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL4071066,,0,504.65,2,6.61,7l,CC#CC(CC(=O)O)c1ccc(OCc2cccc(-c3c(C)cc(OCC4(C)COC4)cc3C)c2)s1,EC50,'=',450,nM,6.35,,,UO_0000065,12.58,0.24,-0.26,9.77,FALSE,CHEMBL4010812,Agonist activity at human GPR40 expressed in CHO cells assessed as increase in intracellular Ca2+ flux by Fluo 4-AM dye based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4007473,1,Scientific Literature,J Med Chem,2017,None,
CHEMBL3427707,,0,326.39,0,3.79,8,CCO[C@@H](CC(=O)O)c1ccc(OC2Cc3ccccc3C2)cc1,EC50,'=',83,nM,7.08,,,UO_0000065,21.69,0.4,3.29,12.7,FALSE,CHEMBL3428949,Agonist activity at human GPR40 expressed in CHO cells assessed as calcium flux by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3425426,1,Scientific Literature,ACS Med. Chem. Lett.,2015,CHEMBL3308072,
CHEMBL3806208,,0,383.43,0,3.39,7a,O=C(O)CCc1ccc(OCc2nnc(C(=O)Nc3ccccc3)s2)cc1,EC50,'=',1060,nM,5.97,,,UO_0000065,15.58,0.3,2.58,5.89,FALSE,CHEMBL3807104,Agonist activity at human GPR40 expressed in CHO cells by calcium influx assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3804779,1,Scientific Literature,Bioorg. Med. Chem.,2016,CHEMBL3308072,
CHEMBL207881,GW9508,0,347.41,1,5.11,GW-9508,O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,EC50,'=',47.86,nM,7.32,,,UO_0000065,,,,,TRUE,CHEMBL949440,Agonist activity at human FFA1 expressed in CHO cells by Gal4 luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152274,1,Scientific Literature,J. Med. Chem.,2008,CHEMBL3308072,
CHEMBL488395,,0,278.31,0,2.92,14,O=Cc1cccc(C#Cc2ccc(CCC(=O)O)cc2)c1,EC50,'=',354.81,nM,6.45,,,UO_0000065,,,,,FALSE,CHEMBL949441,Agonist activity at human FFA1 expressed in human 1321N1 cells by calcium fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152274,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL488384,,0,250.3,0,3.1,11,O=C(O)CCc1ccc(C#Cc2ccccc2)cc1,EC50,'=',96,nM,7.02,,,UO_0000065,,,,,FALSE,CHEMBL949441,Agonist activity at human FFA1 expressed in human 1321N1 cells by calcium fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1152274,1,Scientific Literature,J. Med. Chem.,2008,None,
CHEMBL3752026,,0,483.51,1,7.01,8g,O=C(O)CC(c1ccc(OCc2cccc(-c3ccc(C(F)(F)F)cc3)c2)cc1)c1nccs1,EC50,'=',120,nM,6.92,,,UO_0000065,14.31,0.28,-0.09,11.65,FALSE,CHEMBL3755625,Partial agonist activity at human GPR40 expressed in CHO cells measured over 20 secs interval by luminometric analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751835,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,CHEMBL3308072,
CHEMBL3753188,,0,474.99,1,6.54,13q,Cc1cc(Cl)ccc1-c1cc(COc2ccc([C@H](CC(=O)O)c3nccn3C)cc2)ccc1C,EC50,'=',9800,nM,5.01,,,UO_0000065,10.55,0.2,-1.53,7.78,FALSE,CHEMBL3756705,Partial agonist activity at human GPR40 expressed in CHO cells measured over 20 secs interval by luminometric analysis in presence of 100% human serum,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751835,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,CHEMBL3308072,
CHEMBL3754670,,0,442.52,1,5.28,13e,COc1ccc(-c2cccc(COc3ccc([C@H](CC(=O)O)c4nccn4C)cc3)c2)cc1,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL3756705,Partial agonist activity at human GPR40 expressed in CHO cells measured over 20 secs interval by luminometric analysis in presence of 100% human serum,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751835,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,CHEMBL3308072,
CHEMBL3751968,,0,437.5,1,5.14,13b,Cn1ccnc1[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccccc3C#N)c2)cc1,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL3756705,Partial agonist activity at human GPR40 expressed in CHO cells measured over 20 secs interval by luminometric analysis in presence of 100% human serum,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751835,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,CHEMBL3308072,
CHEMBL3752487,,0,481.38,1,6.58,13o,Cn1ccnc1[C@@H](CC(=O)O)c1ccc(OCc2cccc(-c3ccc(Cl)cc3Cl)c2)cc1,EC50,'=',69,nM,7.16,,,UO_0000065,14.88,0.3,0.58,11.13,FALSE,CHEMBL3755626,Partial agonist activity at human GPR40 expressed in CHO cells measured over 20 secs interval by luminometric analysis in presence of 0.01% human serum albumin,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3751835,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2016,CHEMBL3308072,
CHEMBL1773248,,0,254.33,0,3.49,5,O=C(O)CCc1ccc(CCc2ccccc2)cc1,EC50,'=',3630.78,nM,5.44,,,UO_0000065,,,,,FALSE,CHEMBL1775298,Agonist activity at human FFA1 transfected in 1321N1 cells assessed as calcium mobilization by microplate assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1773039,1,Scientific Literature,ACS Med. Chem. Lett.,2010,None,
CHEMBL1773256,,0,323.31,0,4.33,15,O=C(O)CCc1ccc(NCc2cccc(C(F)(F)F)c2)cc1,EC50,'=',186.21,nM,6.73,,,UO_0000065,,,,,FALSE,CHEMBL1775298,Agonist activity at human FFA1 transfected in 1321N1 cells assessed as calcium mobilization by microplate assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1773039,1,Scientific Literature,ACS Med. Chem. Lett.,2010,None,
CHEMBL207881,GW9508,0,347.41,1,5.11,GW-9508,O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,EC50,'=',87.1,nM,7.06,,,UO_0000065,,,,,FALSE,CHEMBL1775392,Agonist activity at human FFA1 transfected in 1321N1 cells under serum-free condition after 1 hr by dose response curve/dynamic mass redistribution optical biosensor assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1773039,1,Scientific Literature,ACS Med. Chem. Lett.,2010,None,
CHEMBL206779,,0,374.48,1,5.11,19A,CN(C)C(=O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,EC50,'=',173.78,nM,6.76,,,UO_0000065,,,,,FALSE,CHEMBL861844,Agonist potency at human GPR40 expressed in CHO cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146132,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,CHEMBL3308072,
CHEMBL2315528,,0,289.33,0,3.17,40,N#CCc1ccccc1C#Cc1ccc(CCC(=O)O)cc1,EC50,'=',19.95,nM,7.7,,,UO_0000065,,,,,TRUE,CHEMBL2320496,Agonist activity at human FFA1 assessed as calcium mobilization measured for 50 intervals of 0.4 secs by microplate reader analysis,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2311524,1,Scientific Literature,J. Med. Chem.,2013,None,
CHEMBL2315551,,0,266.3,0,2.81,26,O=C(O)CCc1ccc(C#Cc2cccc(O)c2)cc1,EC50,'=',446.68,nM,6.35,,,UO_0000065,,,,,FALSE,CHEMBL2320496,Agonist activity at human FFA1 assessed as calcium mobilization measured for 50 intervals of 0.4 secs by microplate reader analysis,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2311524,1,Scientific Literature,J. Med. Chem.,2013,None,
CHEMBL2315543,,0,298.77,0,4.07,18,Cc1cc(Cl)ccc1C#Cc1ccc(CCC(=O)O)cc1,EC50,'=',138.04,nM,6.86,,,UO_0000065,,,,,FALSE,CHEMBL2320496,Agonist activity at human FFA1 assessed as calcium mobilization measured for 50 intervals of 0.4 secs by microplate reader analysis,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2311524,1,Scientific Literature,J. Med. Chem.,2013,None,
CHEMBL481542,,0,350.46,0,4.6,25,CCCCc1c(O)c(C(=O)CC(C)C)c(O)c(C(=O)CC(C)C)c1O,EC50,'=',970,nM,6.01,,,UO_0000065,,,,,FALSE,CHEMBL946732,Agonist activity at human GPR40 expressed in CHOK1 cells by fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141015,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,CHEMBL3307512,
CHEMBL514337,,0,402.52,1,6.06,9,CC#CC(CC(=O)O)c1ccc(OC2CCc3cc(-c4cccs4)ccc32)cc1,EC50,'=',10,nM,8,,,UO_0000065,,,,,FALSE,CHEMBL943674,Agonist activity at GPR40,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141015,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,None,
CHEMBL481542,,0,350.46,0,4.6,25,CCCCc1c(O)c(C(=O)CC(C)C)c(O)c(C(=O)CC(C)C)c1O,EC50,'=',977.24,nM,6.01,,,UO_0000065,,,,,FALSE,CHEMBL946732,Agonist activity at human GPR40 expressed in CHOK1 cells by fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1141015,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2008,CHEMBL3307512,
CHEMBL2315254,,0,400.5,0,3.31,37,CS(=O)(=O)CCCCOc1cccc(C#Cc2ccc(CCC(=O)O)cc2)c1,EC50,'=',426.58,nM,6.37,,,UO_0000065,,,,,FALSE,CHEMBL2320496,Agonist activity at human FFA1 assessed as calcium mobilization measured for 50 intervals of 0.4 secs by microplate reader analysis,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2311524,1,Scientific Literature,J. Med. Chem.,2013,None,
CHEMBL2315554,,0,334.29,0,4,29,O=C(O)CCc1ccc(C#Cc2ccccc2OC(F)(F)F)cc1,EC50,'=',223.87,nM,6.65,,,UO_0000065,,,,,FALSE,CHEMBL2320496,Agonist activity at human FFA1 assessed as calcium mobilization measured for 50 intervals of 0.4 secs by microplate reader analysis,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2311524,1,Scientific Literature,J. Med. Chem.,2013,None,
CHEMBL203334,,0,346.43,0,4.51,16A,NC(=O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,EC50,'=',51.29,nM,7.29,,,UO_0000065,,,,,FALSE,CHEMBL861844,Agonist potency at human GPR40 expressed in CHO cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146132,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,CHEMBL3308072,
CHEMBL206881,,0,422.43,1,5.21,7B,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1CNc1ccc(OCC(=O)O)cc1,EC50,'=',288.4,nM,6.54,,,UO_0000065,,,,,FALSE,CHEMBL861844,Agonist potency at human GPR40 expressed in CHO cells,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1146132,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006,CHEMBL3308072,
CHEMBL251963,,0,348.47,0,4.16,3,O=C(O)CSc1nnc(SCc2cccc3ccccc23)s1,EC50,'>=',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL944877,Activity at FFAR1 H86F mutant expressed in HEK-EM293 cells assessed as calcium influx by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,O14842,H86F,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140737,1,Scientific Literature,J. Med. Chem.,2008,CHEMBL3307715,
CHEMBL254861,,0,341.48,0,3.59,16,O=C(O)CCCCCN1C(=O)/C(=C\c2cccs2)SC1=S,EC50,'=',7800,nM,5.11,,,UO_0000065,14.96,0.33,1.52,8.87,FALSE,CHEMBL944878,Activity at FFAR1 H137F mutant expressed in HEK-EM293 cells assessed as calcium influx by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,O14842,H137F,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1140737,1,Scientific Literature,J. Med. Chem.,2008,CHEMBL3307715,
CHEMBL207881,GW9508,0,347.41,1,5.11,GW9508,O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,EC50,'=',50,nM,7.3,,,UO_0000065,,,,,FALSE,CHEMBL4144231,Agonist activity at human GPR40 expressed in CHO cells after 24 hrs by NFAT-luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138261,1,Scientific Literature,ACS Med Chem Lett,2017,None,
CHEMBL2381283,,0,391.22,0,3.91,28b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2381300,,0,559.04,2,5.28,11b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2381299,,0,559.04,2,5.28,11a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2381297,,0,570.64,2,5.39,10a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1773255,,0,281.31,0,3.15,11,N#Cc1cccc(COc2ccc(CCC(=O)O)cc2)c1,EC50,'=',741.31,nM,6.13,,,UO_0000065,,,,,FALSE,CHEMBL2060786,Agonist activity at FFAR1 expressed in HEK 293 cells assessed as beta-arrestin recruitment after 30 mins by BRET assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2057144,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307715,
